IIZZ,-0.008481817784707375
IXIX,-0.026002552228697413
IXIY,0.010317961049557135
IXXZ,0.015850123070568975
IXYZ,0.0009529910208686465
IYIX,-0.02234712969585308
IYIY,-0.03351901301310493
IYXZ,-0.029881404159198113
IYYZ,0.013588387170808933
IZIZ,0.019862420496595146
IZXX,0.006284204714740487
IZXY,-0.0011679910806263686
IZYX,0.025925751379463118
IZYY,0.03734262136719799
IZZI,-0.015906579519225313
XIXI,0.033472138716119676
XIYI,0.04266727285176518
XIZX,-0.03905502086710588
XIZY,0.03531829494711618
XXIZ,-0.011491049517232262
XXXX,0.013921748045121054
XXXY,-0.02471402316570035
XXYX,-0.058481699528163726
XXYY,-0.01654676150923337
XXZI,-0.022938454944438552
XYIZ,-0.013800149657644466
XYXX,0.01393521636794445
XYXY,-0.026497308813916896
XYYX,-0.013232603347126158
XYYY,-0.04322072679005421
XYZI,-0.0057497022759479145
XZIX,0.08643743539132534
XZIY,-0.017132161471607975
XZXZ,-0.011108450322673422
XZYZ,-0.03321672796788401
YIXI,-0.03011091901182343
YIYI,-0.01057234758137697
YIZX,-0.023529168429176094
YIZY,-0.00023519216700283035
YXIZ,0.0008169464205541963
YXXX,-0.011907174151385043
YXXY,0.011930607831480571
YXYX,-0.02895788209936746
YXYY,-0.004068627177307299
YXZI,0.011284223693471577
YYIZ,-0.016221076605842502
YYXX,0.011100229072474831
YYXY,0.012008765685833932
YYYX,0.0013621035362692368
YYYY,-0.028717048434810245
YYZI,0.026164201788180963
YZIX,0.03474883981403873
YZIY,0.018639758352820543
YZXZ,0.04361089155381791
YZYZ,0.027714796224968773
ZIIZ,0.018162733073054965
ZIXX,0.026482842940923918
ZIXY,-0.021105290403123145
ZIYX,-0.0003538697645378685
ZIYY,0.038355091047188636
ZIZI,0.047379575010732145
ZXXI,0.0004769788009430612
ZXYI,-0.009811917520047408
ZXZX,0.015008900051611908
ZXZY,0.026582621758491923
ZYXI,-0.02230978069876266
ZYYI,-0.01985199961146491
ZYZX,0.012305484561798828
ZYZY,-0.018918039352216746
ZZII,-0.05056210224333095
