IIZZ,-0.05956823768495906
IXIX,0.007119850496985467
IXIY,-0.035267618445697715
IXXZ,-0.031677005560103305
IXYZ,-0.04487208168877643
IYIX,0.0188659351705453
IYIY,0.028648010417981703
IYXZ,0.05776711306800472
IYYZ,-0.0354481001584393
IZIZ,0.015314284916923736
IZXX,0.02348246600301663
IZXY,-0.003588290495730194
IZYX,-0.03890113364635787
IZYY,0.007044162929900991
IZZI,0.008260211581991667
XIXI,0.0053277202205171004
XIYI,-0.032148440535251295
XIZX,-0.020670103202774688
XIZY,-0.012123846183003717
XXIZ,-0.020259598480031216
XXXX,0.0075556322781589
XXXY,0.010383638806691452
XXYX,-0.015238575796993352
XXYY,-0.004857628826499603
XXZI,0.012770305241099551
XYIZ,0.0477812422981562
XYXX,0.010729094475300712
XYXY,-0.006088200477410062
XYYX,-0.008480158026452354
XYYY,-0.020888440154908608
XYZI,-0.01259385342910168
XZIX,-0.016762349107246974
XZIY,0.04040494880740868
XZXZ,-0.029693543429914898
XZYZ,-0.03346066224478766
YIXI,0.016658513152606073
YIYI,0.04415684457008587
YIZX,-0.04950164470320027
YIZY,0.023836094802861373
YXIZ,0.013958862087285936
YXXX,-0.018660522341930517
YXXY,-0.029251388994953123
YXYX,0.030382981621687608
YXYY,0.03936133487078205
YXZI,-0.008904707658829817
YYIZ,-0.021257870163236187
YYXX,0.02182200798257312
YYXY,0.014824138386649128
YYYX,0.03321126075293922
YYYY,0.03687627655279735
YYZI,-0.006484216598834303
YZIX,0.010741058432230319
YZIY,0.009253243115595746
YZXZ,0.0013801907670442175
YZYZ,0.0032758104491673484
ZIIZ,-0.009410868214303345
ZIXX,0.024973283624543693
ZIXY,-0.018178498882191852
ZIYX,-0.02439881583358115
ZIYY,0.0067751627077169575
ZIZI,0.02950788909447984
ZXXI,0.004431254123200189
ZXYI,-0.027205719806300488
ZXZX,0.001274352814435293
ZXZY,0.05544785822245635
ZYXI,0.0028406862563524478
ZYYI,0.02028014447273572
ZYZX,0.007739009605022209
ZYZY,0.0065912532131921185
ZZII,0.012729773974289723
